Year,RCRA Hazardous Waste Manifest Number,Foreign Exporter Name,Foreign Exporter Site Address,Foreign Exporter Site City,Foreign Exporter  Site State or Province,Foreign Exporter Site ZIP or Mailing Code,Country of Export,exporterLAT,exporterLONG,hazWasteDesc,Number of Containers,totalQuantityinShipment,Units for Quantity in Shipment,Applicable RCRA Hazardous Waste Code(s),Expected Management Method Code,Receiving Facility EPA ID Number,Receiving Facility Name,Receiving Facility Street Address,Receiving Facility City,receivingFacilityState,receivingStateCode,Receiving Facility Zip Code,receiving facility lat,receiving facility long
2009,004698951 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33480,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698954 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33310,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698955 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33800,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698956 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30620,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698957 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31440,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205208 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30110,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205209 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,31030,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205210 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,28010,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205211 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29790,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205212 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31060,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205213 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,26800,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205214 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,31040,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205215 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,26800,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205216 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,29020,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205218 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,24460,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205219 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32200,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205220 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,27420,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205221 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28700,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205223 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32500,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205225 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29950,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205226 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33910,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205229 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30080,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205232 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,32410,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205234 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,32710,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205290 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,34320,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205291 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,24380,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205292 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,34550,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205294 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205295 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,34030,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205296 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29830,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205297 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,32980,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205300 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31740,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205301 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33430,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205302 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,27390,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205303 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,34820,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205304 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33170,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205305 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,33770,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205306 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,25850,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205309 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,38560,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205313 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28810,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205314 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31.36,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205315 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28360,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205316 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30980,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205317 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30440,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205318 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31470,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205319 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32500,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205320 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29600,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205321 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29750,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205322 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33300,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205323 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30620,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205324 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29480,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205325 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,34950,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205326 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31910,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205327 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,31900,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205328 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,34520,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205329 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,33200,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205331 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30410,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205332 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28470,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,006205333 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,32460,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2010,001362701 FLE,NEWALTA CORPORATION,1200 GARNIER,STE CATHERINE,QUEBEC,J5C1B4,CANADA,,,"HAZARDOUS WASTE SOLID NOS (LEAD, CADMIUM)",2,35045,K,D004; D008,H111,MID980991566,EQ DETROIT,1923 FREDERICK,DETROIT,MI,23,48211,,
2010,001362702 FLE,NEWALTA CORPORATION,1200 GARNIER,STE CATHERINE,QUEBEC,J5C1B4,CANADA,,,"HAZARDOUS WASTE SOLID NOS (LEAD, CADMIUM)",2,33902,K,D004; D008,H111,MID980991566,EQ DETROIT,1923 FREDERICK,DETROIT,MI,23,48211,,
2010,001362703 FLE,NEWALTA CORPORATION,1200 GARNIER,STE CATHERINE,QUEBEC,J5C1B4,CANADA,,,"HAZARDOUS WASTE SOLID NOS (LEAD, CADMIUM)",2,35244,K,D004; D008,H111,MID980991566,EQ DETROIT,1923 FREDERICK,DETROIT,MI,23,48211,,
2010,002720086 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,36940,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720087 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,38740,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720088 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,39160,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720089 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41220,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720091 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40560,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720095 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,39500,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720096 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,36560,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720097 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42140,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720098 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41360,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720099 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43880,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720100 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,43640,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720101 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,38540,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720102 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,44360,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720103 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41860,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720105 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41960,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720106 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41880,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720107 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,39460,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720108 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41380,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720109 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42020,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720110 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42760,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720111 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41060,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720112 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,37180,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720113 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,41960,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720114 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,40360,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
2010,002720115 JJK,TONOLLI CANADA,1333 TONOLLI RD,MISSISSAUGA,ONTARIO,L4Y4C2,CANADA,,,"HAZARDOUS WASTE, SOLID, NOS (LEAD)",1,42900,P,D008,H039,NYD002113736,TULIP CORPORATION,3125 HIGHLAND AVE,NIAGARA FALLS,NY,33,14305,,
