exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,totalQuantityinShipment,,units,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,218,218,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,472,472,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,WASTE TRICHLOROETHYLENE,616,616,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (2-BUTOXYETHANOL)",1241,1241,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,MERCURY,30,30,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, MEK",3165,3165,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
PERLOS DE MEXICO,AVE. DEL PARQUE SIN LOTE 1,REYNOSA,TAMAULIPAS,MEXICO,25.9678001,-98.2594299,LIQUID PAINT AND THINNER WASTE,4334,4334,P - Pounds,H132,78380,TXD069452340,US ECOLOGY TEXAS,PETRONILLA RD.,ROBSTOWN,TX,27.779776,-97.652065
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (ISOPROPYL ALCOHOL)",435,435,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, CYCLOHEXANONE",611,611,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,TRICHLOROETHYLENE,440,440,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,MERCURY,62,62,K - Kilograms,H141,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (XYLENE)",209,209,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,TRICHLOROETHYLENE,772,772,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,547,547,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,662,662,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ACID CITRIC,790,790,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (ACETONE)",435,435,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (2-BUTOXYETHANOL)",2716,2716,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID (TOLUENE)",172,172,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (MINERAL SPIRITS)",392,392,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (MINERAL SPIRITS)",114,114,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE PAINT RELATED MATERIAL, NOS",411,411,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID  NOS (TOLUENE, CHROMIUM)",417,417,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (ISOPROPYL ALCOHOL)",326,326,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (XYLENE)",85,85,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (ISOPROPANOL)",308,308,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (MERCURY)",103,103,K - Kilograms,H141,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (TOLUENE, XYLENE)",894,894,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID (ACETONE, MEK)",2738,2738,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID (ACETONE, CYCLOHEXANONE)",434,434,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID (TRICHLOROETHYLENE)",215,215,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (ISOPROPYL ALCOHOL)",4183,4183,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE CORROSIVE LIQUID, BASIC, INORGANIC NOS (SODIUM HYDROXIDE)",485,485,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,WASTE TRICHLOROETHYLENE,1023,1023,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE CORROSIVE LIQUID, BASIC, INORGANIC NOS (SODIUM HYDROXIDE)",633,633,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (2-BUTOXYETHANOL)",840,840,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE FLAMMABLE LIQUID, NOS (ACETONE)",403,403,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID (METHANOL)",400,400,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, CYCLOHEXANONE",726,726,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,1987,1987,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,,1059,1059,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,XYLENE,219,219,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ISOPROPYL ALCOHOL,488,488,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,2-BUTOXYETHANOL,3160,3160,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, MEK",2789,2789,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ACETONE,446,446,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ISOPROPYL ALCOHOL,418,418,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,,813,813,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,2-BUTOXYETHANOL,424,424,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, CYCLOHEXANONE",496,496,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, MEK",2735,2735,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,849,849,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,660,660,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ACETONE,431,431,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,KEROSENE,200,200,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"XYLENE, TOLUENE",454,454,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, POLYESTER RESIN",4750,4750,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ISOPROPYL ALCOHOL,73,73,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,MINERAL SPIRITS,96,96,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,TOLUENE,105,105,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"TOLUENE, CHROMIUM",266,266,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"TOLUENE, XYLENE",537,537,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ACETONE,415,415,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,ISOPROPOY ALCOHOL,433,433,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,2-BUTOXYETHANOL,3149,3149,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,956,956,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,SODIUM HYDROXIDE,922,922,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, CYCLOHEXANONE",1100,1100,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
